<DATE>,<OPEN>,<HIGH>,<LOW>,<CLOSE>
11/9/2018,103830,103830,103830,103830
11/9/2018,103910,103920,103860,103860
11/9/2018,103820,103860,103820,103860
11/9/2018,103870,103870,103870,103870
11/9/2018,103840,103840,103790,103790
11/9/2018,103760,103770,103760,103770
11/9/2018,103750,103750,103700,103720
11/9/2018,103710,103710,103690,103700
11/9/2018,103660,103660,103510,103510
11/9/2018,103560,103620,103540,103620
11/9/2018,103560,103600,103550,103600
11/9/2018,103630,103630,103630,103630
11/9/2018,103600,103600,103600,103600
11/9/2018,103590,103590,103580,103580
11/9/2018,103550,103570,103550,103570
11/9/2018,103600,103620,103600,103620
11/9/2018,103610,103620,103610,103610
11/9/2018,103610,103610,103610,103610
11/9/2018,103600,103600,103600,103600
11/9/2018,103620,103640,103620,103640
11/9/2018,103630,103630,103630,103630
11/9/2018,103630,103630,103630,103630
11/9/2018,103660,103660,103660,103660
11/9/2018,103700,103700,103700,103700
11/9/2018,103690,103690,103690,103690
11/9/2018,103640,103640,103640,103640
11/9/2018,103700,103860,103700,103860
11/9/2018,103870,103900,103870,103900
11/9/2018,103950,103950,103900,103900
11/9/2018,103920,103920,103920,103920
11/9/2018,103930,103930,103930,103930
11/9/2018,103880,103880,103880,103880
11/9/2018,103880,103900,103880,103900
11/9/2018,103860,103860,103860,103860
11/9/2018,103860,103860,103860,103860
11/9/2018,103910,103930,103910,103930
11/9/2018,103920,103930,103920,103930
11/9/2018,103900,103900,103900,103900
11/9/2018,103960,103970,103880,103880
11/9/2018,103900,103900,103900,103900
11/9/2018,103900,103900,103900,103900
11/9/2018,103870,103870,103860,103860
11/9/2018,103860,103860,103830,103830
11/9/2018,103820,103850,103820,103850
11/9/2018,103860,103860,103860,103860
11/9/2018,103840,103840,103840,103840
11/9/2018,103830,103830,103830,103830
11/9/2018,103860,103860,103860,103860
11/9/2018,103830,103830,103820,103820
11/9/2018,103750,103750,103750,103750
11/9/2018,103730,103730,103730,103730
11/9/2018,103770,103790,103770,103790
11/9/2018,103780,103800,103780,103800
11/9/2018,103840,103840,103840,103840
11/9/2018,103780,103780,103780,103780
11/9/2018,103810,103810,103810,103810
11/9/2018,103800,103800,103800,103800
11/9/2018,103780,103780,103780,103780
11/9/2018,103750,103750,103750,103750
11/9/2018,103730,103730,103730,103730
11/9/2018,103740,103810,103740,103800
11/9/2018,103830,103830,103830,103830
11/9/2018,103790,103790,103790,103790
11/9/2018,103700,103700,103690,103690
11/9/2018,103650,103740,103650,103740
11/9/2018,103690,103700,103690,103690
11/9/2018,103620,103650,103590,103650
11/9/2018,103700,103700,103700,103700
11/9/2018,103690,103690,103650,103650
11/9/2018,103680,103680,103660,103660
11/9/2018,103660,103660,103660,103660
11/9/2018,103630,103630,103630,103630
11/9/2018,103580,103580,103390,103410
11/9/2018,103430,103440,103410,103430
11/9/2018,103420,103420,103420,103420
11/9/2018,103430,103440,103400,103440
11/9/2018,103440,103440,103440,103440
11/9/2018,103400,103400,103400,103400
11/9/2018,103390,103430,103390,103390
11/9/2018,103400,103420,103390,103420
11/9/2018,103370,103380,103370,103380
11/9/2018,103420,103420,103380,103380
11/9/2018,103330,103350,103310,103350
11/9/2018,103370,103370,103290,103300
11/9/2018,103280,103280,103280,103280
11/9/2018,103250,103260,103240,103260
11/9/2018,103280,103300,103280,103300
11/9/2018,103300,103300,103300,103300
11/9/2018,103340,103340,103340,103340
11/9/2018,103320,103330,103320,103330
11/9/2018,103380,103380,103380,103380
11/9/2018,103370,103370,103370,103370
11/9/2018,103350,103350,103330,103330
11/9/2018,103390,103390,103390,103390
11/9/2018,103400,103400,103350,103350
11/9/2018,103350,103350,103350,103350
11/9/2018,103370,103380,103370,103380
11/9/2018,103360,103360,103360,103360
11/9/2018,103320,103350,103310,103350
11/9/2018,103350,103350,103350,103350
11/9/2018,103310,103310,103270,103270
11/9/2018,103250,103270,103240,103270
11/9/2018,103220,103230,103160,103190
11/9/2018,103150,103160,103040,103060
11/9/2018,103070,103160,103070,103120
11/9/2018,103140,103170,103140,103140
11/9/2018,103140,103180,103130,103170
11/9/2018,103160,103160,103080,103130
11/9/2018,103130,103150,103130,103140
11/9/2018,103180,103190,103140,103140
11/9/2018,103190,103220,103190,103220
11/9/2018,103270,103270,103260,103260
11/9/2018,103300,103300,103300,103300
11/9/2018,103290,103290,103250,103250
11/9/2018,103260,103260,103190,103190
11/9/2018,103150,103200,103100,103200
11/9/2018,103210,103210,103130,103130
11/9/2018,103140,103140,103070,103070
11/9/2018,103080,103110,103060,103110
11/9/2018,103120,103210,103120,103210
11/9/2018,103230,103230,103230,103230
11/9/2018,103250,103250,103250,103250
11/9/2018,103220,103220,103200,103200
11/9/2018,103210,103250,103210,103250
11/9/2018,103250,103250,103230,103240
11/9/2018,103240,103240,103170,103220
11/9/2018,103210,103220,103200,103220
11/9/2018,103240,103240,103240,103240
11/9/2018,103250,103250,103250,103250
11/9/2018,103250,103250,103250,103250
11/9/2018,103240,103250,103240,103250
11/9/2018,103300,103320,103300,103300
11/9/2018,103230,103230,103220,103220
11/9/2018,103270,103410,103260,103390
11/9/2018,103390,103450,103370,103440
11/9/2018,103440,103440,103420,103420
11/9/2018,103380,103400,103370,103400
11/9/2018,103390,103390,103310,103310
11/9/2018,103340,103360,103340,103360
11/9/2018,103370,103450,103370,103450
11/9/2018,103410,103420,103410,103420
11/9/2018,103490,103500,103490,103500
11/9/2018,103430,103430,103430,103430
11/9/2018,103380,103380,103370,103370
11/9/2018,103360,103360,103360,103360
11/9/2018,103340,103340,103300,103300
11/9/2018,103270,103290,103260,103260
11/9/2018,103280,103340,103280,103330
11/9/2018,103290,103290,103230,103290
11/9/2018,103310,103350,103310,103310
11/9/2018,103300,103300,103300,103300
11/9/2018,103330,103330,103330,103330
11/9/2018,103400,103450,103400,103450
11/9/2018,103410,103410,103410,103410
11/9/2018,103440,103450,103440,103440
11/9/2018,103450,103460,103450,103460
11/9/2018,103450,103460,103400,103400
11/9/2018,103420,103420,103380,103380
11/9/2018,103380,103380,103350,103350
11/9/2018,103350,103350,103340,103340
11/9/2018,103340,103350,103310,103350
11/9/2018,103330,103330,103320,103330
11/9/2018,103320,103320,103290,103290
11/9/2018,103270,103270,103270,103270
11/9/2018,103280,103330,103280,103330
11/9/2018,103360,103360,103350,103350
11/9/2018,103300,103320,103300,103320
11/9/2018,103300,103300,103290,103290
11/9/2018,103300,103320,103290,103320
11/9/2018,103310,103310,103310,103310
11/9/2018,103340,103350,103340,103350
11/9/2018,103330,103330,103330,103330
11/9/2018,103300,103300,103160,103160
11/9/2018,103170,103220,103120,103220
11/9/2018,103210,103300,103210,103300
11/9/2018,103290,103290,103290,103290
11/9/2018,103320,103320,103320,103320
11/9/2018,103320,103330,103300,103330
11/9/2018,103380,103380,103350,103350
11/9/2018,103400,103450,103400,103410
11/9/2018,103390,103390,103370,103380
11/9/2018,103410,103410,103410,103410
11/9/2018,103400,103520,103380,103440
11/9/2018,103400,103480,103400,103470
11/9/2018,103480,103480,103460,103460
11/9/2018,103450,103460,103450,103450
11/9/2018,103440,103440,103440,103440
11/9/2018,103480,103480,103470,103470
11/9/2018,103500,103650,103500,103650
11/9/2018,103650,103720,103650,103660
11/9/2018,103650,103650,103590,103590
11/9/2018,103620,103620,103570,103580
11/9/2018,103580,103580,103570,103570
11/9/2018,103560,103560,103530,103530
11/9/2018,103510,103510,103440,103500
11/9/2018,103500,103590,103500,103590
11/9/2018,103570,103570,103570,103570
11/9/2018,103600,103840,103600,103840
11/9/2018,103870,103920,103770,103780
11/9/2018,103780,103780,103760,103760
11/9/2018,103750,103750,103750,103750
11/9/2018,103760,103760,103750,103750
11/9/2018,103760,103800,103720,103790
11/9/2018,103800,103820,103780,103820
11/9/2018,103830,103830,103830,103830
11/9/2018,103800,103800,103790,103790
11/9/2018,103770,103770,103730,103730
11/9/2018,103690,103690,103690,103690
11/9/2018,103690,103760,103690,103760
11/9/2018,103800,103800,103770,103780
11/9/2018,103780,103810,103780,103810
11/9/2018,103840,103850,103800,103800
11/9/2018,103800,103800,103780,103780
11/9/2018,103800,103830,103800,103800
11/9/2018,103850,103850,103840,103840
11/9/2018,103880,103880,103860,103860
11/9/2018,103870,103870,103850,103850
11/9/2018,103890,103940,103890,103900
11/9/2018,103930,104060,103930,104030
11/9/2018,104000,104020,103980,103980
11/9/2018,104020,104020,104000,104000
11/9/2018,104050,104120,104050,104110
11/9/2018,104130,104140,104100,104100
11/9/2018,104090,104090,104060,104080
11/9/2018,104060,104060,104050,104050
11/9/2018,104040,104080,104040,104080
11/9/2018,104000,104000,104000,104000
11/9/2018,103990,104020,103990,103990
11/9/2018,103950,103950,103950,103950
11/9/2018,103950,103950,103950,103950
11/9/2018,103960,103980,103960,103980
11/9/2018,103970,103970,103900,103900
11/9/2018,103870,103990,103870,103960
11/9/2018,103920,103920,103920,103920
11/9/2018,103870,103880,103780,103800
11/9/2018,103790,103840,103790,103790
11/9/2018,103820,103820,103820,103820
11/9/2018,103810,103810,103810,103810
11/9/2018,103750,103760,103720,103760
11/9/2018,103750,103750,103750,103750
11/9/2018,103800,103830,103800,103830
11/9/2018,103900,103910,103900,103910
11/9/2018,103970,103970,103930,103930
11/9/2018,103990,104000,103990,103990
11/9/2018,104040,104050,104040,104050
11/9/2018,104090,104230,104090,104180
11/9/2018,104180,104180,104130,104130
11/9/2018,104110,104110,104100,104100
11/9/2018,104050,104050,104050,104050
11/9/2018,104150,104150,104130,104130
11/9/2018,104130,104200,104130,104170
11/9/2018,104160,104160,104160,104160
11/9/2018,104180,104180,104180,104180
11/9/2018,104180,104180,104180,104180
11/9/2018,104160,104190,104140,104140
11/9/2018,104200,104200,104190,104190
11/9/2018,104250,104270,104230,104250
11/9/2018,104270,104270,104230,104250
11/9/2018,104300,104340,104290,104330
11/9/2018,104330,104330,104260,104260
11/9/2018,104260,104270,104250,104270
11/9/2018,104200,104200,104200,104200
11/9/2018,104260,104260,104240,104240
11/9/2018,104290,104290,104290,104290
11/9/2018,104300,104300,104300,104300
11/9/2018,104300,104300,104300,104300
11/9/2018,104300,104300,104300,104300
11/9/2018,104310,104310,104290,104290
11/9/2018,104320,104320,104310,104310
11/9/2018,104340,104340,104310,104310
11/9/2018,104350,104350,104350,104350
11/9/2018,104350,104400,104350,104380
11/9/2018,104370,104370,104370,104370
11/9/2018,104330,104400,104330,104400
11/9/2018,104390,104430,104390,104410
11/9/2018,104390,104440,104390,104390
11/9/2018,104370,104370,104350,104350
11/9/2018,104360,104360,104350,104360
11/9/2018,104340,104360,104340,104360
11/9/2018,104420,104420,104420,104420
11/9/2018,104400,104400,104370,104370
11/9/2018,104370,104370,104370,104370
11/9/2018,104400,104400,104360,104360
11/9/2018,104430,104430,104400,104420
11/9/2018,104450,104450,104440,104440
11/9/2018,104380,104440,104370,104440
11/9/2018,104480,104810,104480,104660
11/9/2018,104690,104740,104670,104690
11/9/2018,104670,104670,104620,104620
11/9/2018,104620,104620,104620,104620
11/9/2018,104610,104610,104610,104610
11/9/2018,104610,104670,104600,104600
11/9/2018,104640,104640,104550,104600
11/9/2018,104600,104600,104600,104600
11/9/2018,104580,104600,104580,104600
11/9/2018,104600,104620,104600,104620
11/9/2018,104580,104580,104550,104560
11/9/2018,104590,104670,104580,104600
11/9/2018,104570,104600,104570,104600
11/9/2018,104610,104670,104610,104670
11/9/2018,104600,104600,104600,104600
11/9/2018,104570,104570,104570,104570
11/9/2018,104600,104600,104560,104560
11/9/2018,104560,104560,104560,104560
11/9/2018,104510,104550,104500,104500
11/9/2018,104500,104510,104500,104510
11/9/2018,104510,104510,104510,104510
11/9/2018,104510,104510,104510,104510
11/9/2018,104500,104500,104500,104500
11/9/2018,104520,104520,104520,104520
11/9/2018,104490,104550,104470,104550
11/9/2018,104550,104560,104550,104560
11/9/2018,104640,104700,104640,104700
11/9/2018,104700,104700,104640,104640
11/9/2018,104660,104660,104660,104660
11/9/2018,104680,104680,104680,104680
11/9/2018,104620,104620,104620,104620
11/9/2018,104610,104610,104610,104610
11/9/2018,104650,104650,104650,104650
11/9/2018,104680,104720,104680,104720
11/9/2018,104670,104670,104670,104670
11/9/2018,104650,104650,104630,104630
11/9/2018,104620,104620,104620,104620
11/9/2018,104640,104640,104640,104640
11/9/2018,104670,104670,104670,104670
11/9/2018,104640,104670,104630,104640
11/9/2018,104630,104650,104630,104650
11/9/2018,104650,104700,104650,104700
11/9/2018,104650,104650,104650,104650
11/9/2018,104640,104640,104640,104640
11/9/2018,104620,104620,104620,104620
11/9/2018,104630,104700,104630,104700
11/9/2018,104670,104670,104670,104670
11/9/2018,104640,104640,104450,104530
11/9/2018,104580,104580,104540,104540
11/9/2018,104500,104500,104370,104370
11/9/2018,104430,104500,104430,104500
11/9/2018,104490,104490,104490,104490
11/9/2018,104430,104490,104430,104460
11/9/2018,104470,104470,104470,104470
11/9/2018,104480,104480,104470,104470
11/9/2018,104480,104480,104470,104470
11/9/2018,104450,104450,104450,104450
11/9/2018,104460,104460,104460,104460
11/9/2018,104460,104460,104460,104460
11/9/2018,104470,104470,104460,104460
11/9/2018,104540,104540,104540,104540
11/9/2018,104550,104550,104550,104550
11/9/2018,104520,104520,104520,104520
11/9/2018,104480,104480,104480,104480
11/9/2018,104440,104440,104440,104440
11/9/2018,104380,104420,104370,104380
11/9/2018,104360,104360,104340,104350
11/9/2018,104360,104360,104350,104350
11/9/2018,104370,104370,104370,104370
11/9/2018,104370,104370,104370,104370
11/9/2018,104390,104420,104390,104420
11/9/2018,104450,104450,104400,104400
11/9/2018,104400,104400,104400,104400
11/9/2018,104430,104430,104430,104430
11/9/2018,104400,104400,104400,104400
11/9/2018,104420,104420,104420,104420
11/9/2018,104470,104470,104470,104470
11/9/2018,104500,104500,104500,104500
11/9/2018,104490,104490,104490,104490
11/9/2018,104530,104540,104500,104500
11/9/2018,104540,104540,104540,104540
11/9/2018,104540,104540,104540,104540
11/9/2018,104530,104570,104530,104570
11/9/2018,104580,104590,104570,104570
11/9/2018,104570,104600,104570,104600
11/9/2018,104640,104640,104590,104590
11/9/2018,104630,104630,104630,104630
11/9/2018,104630,104650,104630,104650
11/9/2018,104630,104630,104630,104630
11/9/2018,104650,104650,104650,104650
11/9/2018,104630,104630,104630,104630
11/9/2018,104610,104610,104600,104600
11/9/2018,104600,104600,104590,104590
11/9/2018,104580,104580,104580,104580
11/9/2018,104580,104580,104580,104580
11/9/2018,104590,104590,104590,104590
11/9/2018,104680,104720,104680,104720
11/9/2018,104750,104750,104740,104740
11/9/2018,104760,104760,104760,104760
11/9/2018,104750,104800,104750,104800
11/9/2018,104780,104780,104780,104780
11/9/2018,104810,104930,104810,104830
11/9/2018,104850,104850,104850,104850
11/9/2018,104850,104860,104850,104860
11/9/2018,104870,104930,104870,104900
11/9/2018,104850,104850,104850,104850
11/9/2018,104880,104880,104880,104880
11/9/2018,104880,104890,104880,104890
11/9/2018,104880,104880,104880,104880
11/9/2018,104920,104940,104920,104920
11/9/2018,104880,104880,104880,104880
11/9/2018,104930,104930,104930,104930
11/9/2018,104930,104930,104930,104930
11/9/2018,104920,104920,104920,104920
11/9/2018,104920,104920,104920,104920
11/9/2018,104920,104920,104920,104920
11/9/2018,104900,104900,104900,104900
11/9/2018,104910,104910,104900,104900
11/9/2018,104890,105090,104890,105090
11/9/2018,105080,105080,105080,105080
11/9/2018,105070,105130,105070,105130
11/9/2018,105110,105150,105110,105150
11/9/2018,105100,105100,105100,105100
11/9/2018,105100,105110,105100,105100
11/9/2018,105150,105190,105150,105190
11/9/2018,105200,105200,105180,105180
11/9/2018,105180,105180,105180,105180
11/9/2018,105180,105200,105180,105200
12/9/2018,104910,105080,104750,104840
12/9/2018,104750,104800,104750,104760
12/9/2018,104840,104930,104840,104890
12/9/2018,104860,104870,104800,104800
12/9/2018,104830,104860,104820,104860
12/9/2018,104880,104880,104760,104760
12/9/2018,104760,104800,104760,104790
12/9/2018,104830,104890,104830,104890
12/9/2018,104850,104850,104850,104850
12/9/2018,104880,104890,104800,104820
12/9/2018,104870,104880,104870,104880
12/9/2018,104890,104890,104890,104890
12/9/2018,104880,104900,104880,104900
12/9/2018,104950,105050,104950,105030
12/9/2018,105030,105030,105030,105030
12/9/2018,105050,105140,105050,105120
12/9/2018,105100,105260,105100,105260
12/9/2018,105280,105290,105230,105290
12/9/2018,105300,105350,105300,105310
12/9/2018,105280,105340,105280,105340
12/9/2018,105330,105340,105290,105320
12/9/2018,105260,105270,105240,105240
12/9/2018,105250,105270,105230,105230
12/9/2018,105220,105240,105220,105220
12/9/2018,105200,105200,105180,105180
12/9/2018,105250,105270,105240,105270
12/9/2018,105270,105270,105200,105210
12/9/2018,105220,105220,105170,105170
12/9/2018,105190,105210,105180,105210
12/9/2018,105220,105240,105220,105240
12/9/2018,105280,105300,105270,105270
12/9/2018,105270,105270,105170,105220
12/9/2018,105240,105240,105150,105150
12/9/2018,105150,105180,105150,105160
12/9/2018,105160,105160,105160,105160
12/9/2018,105200,105200,105200,105200
12/9/2018,105190,105190,105120,105120
12/9/2018,105140,105150,105130,105140
12/9/2018,105180,105190,105170,105190
12/9/2018,105180,105180,105160,105160
12/9/2018,105190,105290,105190,105290
12/9/2018,105300,105300,105230,105230
12/9/2018,105230,105230,105230,105230
12/9/2018,105230,105230,105190,105190
12/9/2018,105190,105190,105190,105190
12/9/2018,105210,105240,105210,105240
12/9/2018,105260,105260,105240,105240
12/9/2018,105270,105340,105270,105340
12/9/2018,105350,105390,105330,105330
12/9/2018,105290,105290,105270,105270
12/9/2018,105270,105280,105260,105260
12/9/2018,105300,105300,105280,105280
12/9/2018,105300,105300,105300,105300
12/9/2018,105290,105290,105290,105290
12/9/2018,105320,105340,105260,105260
12/9/2018,105240,105240,105240,105240
12/9/2018,105240,105280,105240,105280
12/9/2018,105240,105240,105220,105220
12/9/2018,105280,105290,105280,105290
12/9/2018,105260,105330,105260,105280
12/9/2018,105270,105300,105270,105300
12/9/2018,105300,105300,105240,105240
12/9/2018,105240,105270,105240,105240
12/9/2018,105280,105280,105270,105270
12/9/2018,105300,105300,105280,105280
12/9/2018,105290,105340,105280,105340
12/9/2018,105300,105370,105300,105370
12/9/2018,105350,105380,105340,105350
12/9/2018,105390,105400,105370,105370
12/9/2018,105410,105410,105390,105390
12/9/2018,105380,105380,105370,105370
12/9/2018,105340,105340,105340,105340
12/9/2018,105300,105310,105300,105310
12/9/2018,105320,105320,105320,105320
12/9/2018,105330,105330,105330,105330
12/9/2018,105320,105320,105310,105320
12/9/2018,105360,105400,105360,105400
12/9/2018,105430,105480,105430,105450
12/9/2018,105410,105420,105380,105380
12/9/2018,105400,105400,105390,105390
12/9/2018,105390,105390,105390,105390
12/9/2018,105370,105390,105350,105390
12/9/2018,105400,105420,105400,105420
12/9/2018,105410,105450,105410,105440
12/9/2018,105440,105470,105430,105450
12/9/2018,105450,105450,105420,105420
12/9/2018,105420,105480,105420,105460
12/9/2018,105490,105490,105470,105470
12/9/2018,105450,105460,105430,105430
12/9/2018,105430,105440,105390,105390
12/9/2018,105400,105400,105400,105400
12/9/2018,105390,105410,105390,105410
12/9/2018,105420,105420,105420,105420
12/9/2018,105420,105430,105410,105430
12/9/2018,105450,105470,105420,105420
12/9/2018,105400,105400,105360,105360
12/9/2018,105340,105340,105270,105280
12/9/2018,105270,105290,105250,105280
12/9/2018,105270,105290,105230,105230
12/9/2018,105260,105280,105260,105280
12/9/2018,105290,105290,105260,105260
12/9/2018,105280,105280,105260,105270
12/9/2018,105280,105300,105280,105300
12/9/2018,105280,105290,105280,105290
12/9/2018,105290,105290,105240,105260
12/9/2018,105240,105250,105230,105250
12/9/2018,105260,105300,105260,105290
12/9/2018,105310,105350,105310,105340
12/9/2018,105320,105320,105320,105320
12/9/2018,105330,105330,105320,105320
12/9/2018,105320,105340,105320,105340
12/9/2018,105370,105380,105350,105350
12/9/2018,105320,105320,105320,105320
12/9/2018,105300,105330,105300,105320
12/9/2018,105350,105350,105340,105340
12/9/2018,105320,105320,105300,105300
12/9/2018,105310,105310,105290,105290
12/9/2018,105300,105310,105300,105310
12/9/2018,105270,105270,105200,105230
12/9/2018,105250,105250,105240,105250
12/9/2018,105200,105200,105130,105160
12/9/2018,105140,105140,105030,105030
12/9/2018,105050,105060,105000,105010
12/9/2018,105030,105060,105020,105050
12/9/2018,105030,105040,105010,105030
12/9/2018,105040,105070,105040,105050
12/9/2018,105070,105070,105070,105070
12/9/2018,105070,105070,105070,105070
12/9/2018,105070,105070,105060,105060
12/9/2018,105050,105050,104980,104980
12/9/2018,104980,105020,104980,105020
12/9/2018,105040,105040,105040,105040
12/9/2018,105030,105030,104990,104990
12/9/2018,104970,104970,104950,104970
12/9/2018,104970,104980,104970,104980
12/9/2018,104970,104970,104970,104970
12/9/2018,104940,104950,104930,104930
12/9/2018,104930,104960,104930,104940
12/9/2018,104950,105000,104950,105000
12/9/2018,104930,104930,104800,104840
12/9/2018,104850,104880,104850,104880
12/9/2018,104890,104900,104840,104840
12/9/2018,104840,104880,104840,104870
12/9/2018,104900,104920,104880,104880
12/9/2018,104880,104890,104880,104890
12/9/2018,104920,104950,104920,104950
12/9/2018,104960,104970,104950,104960
12/9/2018,104950,104960,104940,104960
12/9/2018,105000,105000,105000,105000
12/9/2018,105010,105010,104990,104990
12/9/2018,105040,105040,105030,105030
12/9/2018,105000,105000,105000,105000
12/9/2018,104980,104980,104940,104940
12/9/2018,104930,104930,104900,104900
12/9/2018,104900,104950,104900,104950
12/9/2018,104970,104980,104960,104980
12/9/2018,104990,104990,104920,104940
12/9/2018,104960,104960,104960,104960
12/9/2018,104970,104970,104970,104970
12/9/2018,104990,104990,104990,104990
12/9/2018,104950,104970,104940,104970
12/9/2018,105000,105030,105000,105030
12/9/2018,105050,105100,105050,105080
12/9/2018,105060,105060,105030,105030
12/9/2018,105030,105040,105030,105040
12/9/2018,105040,105040,105040,105040
12/9/2018,105010,105040,105010,105040
12/9/2018,105010,105010,104950,104990
12/9/2018,105070,105140,105070,105140
12/9/2018,105150,105220,105150,105160
12/9/2018,105170,105340,105170,105220
12/9/2018,105330,105430,105330,105390
12/9/2018,105440,105580,105440,105520
12/9/2018,105540,105540,105500,105500
12/9/2018,105500,105510,105490,105490
12/9/2018,105500,105730,105500,105700
12/9/2018,105680,105680,105590,105620
12/9/2018,105630,105630,105610,105610
12/9/2018,105610,105610,105580,105580
12/9/2018,105580,105630,105580,105630
12/9/2018,105560,105570,105560,105560
12/9/2018,105550,105550,105530,105530
12/9/2018,105510,105520,105510,105520
12/9/2018,105510,105530,105510,105530
12/9/2018,105530,105550,105530,105550
12/9/2018,105570,105570,105500,105530
12/9/2018,105510,105510,105500,105500
12/9/2018,105480,105500,105480,105500
12/9/2018,105480,105480,105440,105440
12/9/2018,105460,105480,105460,105480
12/9/2018,105470,105490,105460,105490
12/9/2018,105480,105480,105420,105420
12/9/2018,105460,105490,105460,105490
12/9/2018,105500,105500,105500,105500
12/9/2018,105500,105500,105500,105500
12/9/2018,105510,105550,105510,105550
12/9/2018,105580,105590,105570,105570
12/9/2018,105590,105610,105590,105600
12/9/2018,105610,105610,105570,105590
12/9/2018,105590,105610,105590,105610
12/9/2018,105550,105550,105550,105550
12/9/2018,105540,105540,105540,105540
12/9/2018,105470,105470,105440,105440
12/9/2018,105450,105450,105450,105450
12/9/2018,105420,105450,105400,105400
12/9/2018,105390,105390,105380,105380
12/9/2018,105350,105370,105350,105370
12/9/2018,105430,105430,105430,105430
12/9/2018,105460,105460,105410,105410
12/9/2018,105400,105400,105360,105360
12/9/2018,105350,105350,105350,105350
12/9/2018,105370,105370,105350,105360
12/9/2018,105360,105360,105360,105360
12/9/2018,105380,105390,105380,105390
12/9/2018,105390,105390,105390,105390
12/9/2018,105390,105390,105390,105390
12/9/2018,105350,105370,105350,105370
12/9/2018,105360,105360,105320,105320
12/9/2018,105340,105360,105340,105350
12/9/2018,105380,105400,105380,105400
12/9/2018,105380,105400,105380,105400
12/9/2018,105380,105410,105380,105410
12/9/2018,105380,105380,105380,105380
12/9/2018,105380,105390,105370,105370
12/9/2018,105410,105430,105410,105430
12/9/2018,105420,105420,105380,105420
12/9/2018,105360,105360,105360,105360
12/9/2018,105330,105340,105270,105270
12/9/2018,105270,105300,105270,105300
12/9/2018,105290,105290,105220,105260
12/9/2018,105250,105250,105160,105170
12/9/2018,105160,105200,105160,105160
12/9/2018,105180,105190,105180,105190
12/9/2018,105140,105180,105110,105180
12/9/2018,105140,105140,105140,105140
12/9/2018,105200,105200,105200,105200
12/9/2018,105280,105350,105280,105330
12/9/2018,105350,105350,105330,105330
12/9/2018,105290,105310,105290,105310
12/9/2018,105340,105340,105340,105340
12/9/2018,105330,105490,105330,105490
12/9/2018,105500,105500,105470,105480
12/9/2018,105510,105510,105450,105450
12/9/2018,105450,105490,105450,105490
12/9/2018,105490,105530,105490,105520
12/9/2018,105550,105610,105550,105610
12/9/2018,105620,105660,105620,105620
12/9/2018,105650,105810,105650,105760
12/9/2018,105810,105810,105730,105730
12/9/2018,105710,105710,105670,105680
12/9/2018,105680,105680,105680,105680
12/9/2018,105670,105670,105660,105670
12/9/2018,105680,105700,105650,105700
12/9/2018,105700,105700,105690,105690
12/9/2018,105720,105740,105680,105680
12/9/2018,105660,105660,105610,105650
12/9/2018,105660,105660,105610,105610
12/9/2018,105620,105620,105580,105610
12/9/2018,105620,105650,105610,105650
12/9/2018,105650,105650,105650,105650
12/9/2018,105660,105660,105660,105660
12/9/2018,105690,105710,105660,105660
12/9/2018,105640,105710,105640,105710
12/9/2018,105630,105650,105620,105650
12/9/2018,105680,105700,105670,105700
12/9/2018,105700,105710,105700,105710
12/9/2018,105660,105690,105660,105670
12/9/2018,105690,105740,105680,105740
12/9/2018,105700,105740,105700,105740
12/9/2018,105750,105760,105710,105710
12/9/2018,105760,105760,105690,105690
12/9/2018,105750,105750,105740,105740
12/9/2018,105740,105750,105740,105750
12/9/2018,105760,105790,105760,105790
12/9/2018,105790,105790,105750,105760
12/9/2018,105790,105810,105780,105800
12/9/2018,105750,105750,105750,105750
12/9/2018,105800,105920,105800,105920
12/9/2018,105910,106000,105910,105930
12/9/2018,105920,105920,105870,105890
12/9/2018,105870,105870,105800,105800
12/9/2018,105800,105800,105750,105800
12/9/2018,105800,105800,105790,105790
12/9/2018,105820,105820,105810,105810
12/9/2018,105800,105800,105800,105800
12/9/2018,105780,105780,105780,105780
12/9/2018,105770,105770,105770,105770
12/9/2018,105770,105770,105740,105740
12/9/2018,105740,105780,105740,105760
12/9/2018,105760,105800,105740,105800
12/9/2018,105760,105770,105730,105740
12/9/2018,105720,105730,105720,105730
12/9/2018,105710,105720,105710,105720
12/9/2018,105720,105720,105720,105720
12/9/2018,105710,105710,105680,105690
12/9/2018,105690,105690,105690,105690
12/9/2018,105700,105700,105630,105650
12/9/2018,105690,105730,105660,105660
12/9/2018,105660,105680,105650,105680
12/9/2018,105680,105690,105680,105690
12/9/2018,105710,105710,105710,105710
12/9/2018,105720,105720,105720,105720
12/9/2018,105730,105730,105730,105730
12/9/2018,105800,105800,105800,105800
12/9/2018,105850,105880,105780,105810
12/9/2018,105840,105840,105840,105840
12/9/2018,105770,105770,105770,105770
12/9/2018,105760,105760,105760,105760
12/9/2018,105770,105790,105770,105770
12/9/2018,105830,105830,105790,105800
12/9/2018,105800,105800,105790,105790
12/9/2018,105760,105760,105730,105730
12/9/2018,105760,105770,105760,105770
12/9/2018,105770,105800,105730,105730
12/9/2018,105750,105750,105740,105740
12/9/2018,105770,105770,105770,105770
12/9/2018,105760,105760,105730,105730
12/9/2018,105770,105770,105770,105770
12/9/2018,105850,105850,105850,105850
12/9/2018,105820,105820,105820,105820
12/9/2018,105740,105740,105730,105730
